id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,canonical_category,outfit_part,image_path
6877,Women,Apparel,Topwear,Jackets,Pink,Summer,2011.0,Casual,Forever New Women Soft Magnolia Pink Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\6877.jpg
10262,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,John Miller Men Black Trousers,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\10262.jpg
4547,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Egoli White Black Shoe,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\4547.jpg
15740,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Nike Women Air Relentless Grey Sports Shoes,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\15740.jpg
39151,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Aneri Women Green & Brown Printed Kurta,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\39151.jpg
32561,Women,Apparel,Bottomwear,Jeans,Peach,Summer,2012.0,Casual,ONLY Women Peach Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\32561.jpg
57059,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Elle Women Red Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\57059.jpg
26124,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men Check White Shirt,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\26124.jpg
39229,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Femella Women Petal Black Shirt,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\39229.jpg
1787,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Lotto Men Court Logo White-Silver Shoe,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\1787.jpg
16719,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,Fila Men Solid Black Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\16719.jpg
36209,Boys,Apparel,Topwear,Jackets,Grey,Summer,2012.0,Casual,Gini Jony Boys Grey Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\36209.jpg
39220,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Femella Women Black Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\39220.jpg
42931,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,French Connection Men Black Wallet,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\42931.jpg
51476,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\51476.jpg
20123,Women,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Wrangler Women Western Yoke Black Shirt,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\20123.jpg
27224,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Doodle Kids Girl Printed White Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\27224.jpg
13514,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011.0,Casual,Palm Tree Women Washed Blue Skirts,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\13514.jpg
27116,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Miss-T White Bra,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\27116.jpg
51345,Men,Accessories,Socks,Socks,Blue,Summer,2016.0,Casual,Raymond Men Black & Blue Socks,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\51345.jpg
12768,Women,Apparel,Topwear,Tunics,Green,Fall,2011.0,Ethnic,Mother Earth Women Plain Mangalgiri Green Tunics,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\12768.jpg
14630,Women,Apparel,Bottomwear,Skirts,Brown,Fall,2011.0,Casual,United Colors of Benetton Women Check Brown Skirts,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\14630.jpg
17150,Men,Apparel,Topwear,Jackets,Red,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Red Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\17150.jpg
47677,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Femella Women Black Animal Print Trousers,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\47677.jpg
8501,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011.0,Casual,Forever New Women Blue Skirt,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\8501.jpg
22872,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Camel Casual Shoes,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\22872.jpg
24413,Men,Footwear,Shoes,Sports Shoes,White,Fall,2013.0,Sports,ADIDAS Men Swerve Str White Sports Shoes,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\24413.jpg
2718,Girls,Apparel,Topwear,Tops,Red,Summer,2011.0,Casual,Disney Kids Girl's Red Pooh Kidswear,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\2718.jpg
31015,Men,Apparel,Topwear,Shirts,White,Winter,2012.0,Formal,Arrow Men White and Blue Striped Shirt,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\31015.jpg
45788,Women,Footwear,Shoes,Heels,Brown,Summer,2012.0,Casual,Senorita Women Brown Sandals,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\45788.jpg
43648,Women,Apparel,Topwear,Dresses,Cream,Summer,2012.0,Casual,ONLY Women Cream A-Line Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\43648.jpg
1785,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Lotto Men Brighton White-Blue Shoe,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\1785.jpg
11530,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Light Winter Green Sweatshirts,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\11530.jpg
10620,Women,Footwear,Flip Flops,Flip Flops,Gold,Fall,2011.0,Casual,Carlton London Women Casual Gold Slippers,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\10620.jpg
32608,Men,Accessories,Wallets,Wallets,Black,Spring,2013.0,,Levitate Men Black Wallet,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\32608.jpg
19333,Women,Apparel,Topwear,Jackets,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Navy Blue Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\19333.jpg
59104,Men,Apparel,Topwear,Rain Jacket,Brown,Summer,2012.0,Casual,Just Natural Men Brown Rain Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\59104.jpg
8493,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011.0,Casual,Forever New Women Black Skirts,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\8493.jpg
19855,Men,Apparel,Topwear,Jackets,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Jackets,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\19855.jpg
50325,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,Aurelia Women Navy Blue Kurta,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\50325.jpg
48464,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,French Connection Blue & Black Printed Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\48464.jpg
25529,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Griffith White Shirt,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\25529.jpg
14128,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Women Washed Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\14128.jpg
13521,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,Jealous 21 Women Solid Grey Tops,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\13521.jpg
58898,Men,Accessories,Ties,Ties,Grey,Summer,2012.0,Casual,Hakashi Men Black & Grey Silk Tie,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\58898.jpg
33270,Girls,Apparel,Bottomwear,Skirts,White,Summer,2012.0,Casual,Gini & Jony Girls White Skirt,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\33270.jpg
27908,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Scullers For Her Black Trousers,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\27908.jpg
43508,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,French Connection Women Navy Blue Striped Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\43508.jpg
16020,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Turtle Solid Men Grey Trouser,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\16020.jpg
4671,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,2011.0,Sports,ADIDAS Unisex Ess BP Dark Navy Blue Backpack,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\4671.jpg
29878,Men,Accessories,Eyewear,Sunglasses,Green,Summer,2017.0,Casual,Mayhem Men Rectangular Sunglasses 1020-207,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\29878.jpg
22363,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Ess 3S Rain Jkt Navy Blue Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\22363.jpg
37446,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Turtle Men Brown Belt,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\37446.jpg
41008,Girls,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\41008.jpg
18167,Girls,Apparel,Dress,Dresses,Magenta,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Purple Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\18167.jpg
27938,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Magic Colour Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\27938.jpg
13879,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\13879.jpg
13353,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Juniors Brown Casual Shoes,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\13353.jpg
18168,Girls,Apparel,Dress,Dresses,Pink,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Pink Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\18168.jpg
1611,Women,Apparel,Topwear,Jackets,Black,Summer,2010.0,Sports,Reebok Knit Rib Women Black Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\1611.jpg
7187,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Jealous 21 Women Supper Zipped Ankle Black Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\7187.jpg
10351,Women,Apparel,Bottomwear,Skirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Check Skirt Grey Skirts,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\10351.jpg
4623,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,Jealous 21 Women Knit Teal Blue Top,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\4623.jpg
6836,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Black,Summer,2011.0,,Timberland Unisex Balm Proofer Shoe Accessories,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\6836.jpg
59975,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Black & Purple Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\59975.jpg
9170,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Lain Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\9170.jpg
8217,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2016.0,Casual,Fastrack Unisex Blue Green Single Strap Backpack,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\8217.jpg
19858,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Black Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\19858.jpg
10831,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men American Music Folk Navy Blue T-Shirts,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\10831.jpg
25826,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Diva Women Printed Brown Kurta,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\25826.jpg
25858,Unisex,Accessories,Bags,Laptop Bag,Grey,Winter,2015.0,Casual,American Tourister Unisex Grey Laptop Bag,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\25858.jpg
17152,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Black Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\17152.jpg
6874,Women,Apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,Forever New Women Pink Sleeveless Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\6874.jpg
16789,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Regent Polo Men Check Black Shirt,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\16789.jpg
31411,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Spykar Men Blue Shrek Brief,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\31411.jpg
57050,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Elle Color Clash Purple Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\57050.jpg
34588,Women,Apparel,Dress,Dresses,Cream,Summer,2012.0,Casual,Tonga Women Cream Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\34588.jpg
3239,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Puma Men White 65CC Lo Ducati Sports Shoes,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\3239.jpg
9698,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2015.0,Formal,Hush Puppies Men Jungle Black Formal Shoes,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\9698.jpg
47075,Women,Apparel,Bottomwear,Patiala,Red,Fall,2012.0,Ethnic,Shree Women Red & Black Patiala,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\47075.jpg
15562,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\15562.jpg
39831,Girls,Apparel,Bottomwear,Shorts,Magenta,Summer,2012.0,Casual,Gini and Jony Girls Core Magenta Shorts,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\39831.jpg
26788,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Formal,Arrow Men Brown Shirt,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\26788.jpg
27407,Women,Apparel,Bottomwear,Capris,Charcoal,Summer,2018.0,Casual,Jockey Women Charcoal Capris,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\27407.jpg
57365,Women,Apparel,Innerwear,Briefs,Blue,Winter,2015.0,Casual,Amante Women Blue Lace Briefs PCFR11,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\57365.jpg
59991,Women,Apparel,Dress,Dresses,Multi,Fall,2012.0,Casual,Avirate Multicoloured Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\59991.jpg
53287,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\53287.jpg
22687,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Women White Dunk Low Casual Shoe,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\22687.jpg
11323,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\11323.jpg
9947,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,ADIDAS Men Torment Blue Jackets,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\9947.jpg
27199,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Casual,Doodle Kids Girl Printed Grey Skirt,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\27199.jpg
9063,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,Mark Taylor Men Pink Striped Shirt,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\9063.jpg
46271,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,109F Blue A-Line Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\46271.jpg
15964,Men,Apparel,Topwear,Jackets,Khaki,Fall,2011.0,Casual,Turtle Solid Men Khaki Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\15964.jpg
52030,Unisex,Apparel,Topwear,Rain Jacket,Olive,Summer,2012.0,,Just Natural Unisex Olive Rain Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\52030.jpg
36786,Men,Accessories,Watches,Watches,Navy Blue,Winter,2016.0,Casual,Maxima Men Navy Blue Attivo Watch,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\36786.jpg
6872,Women,Apparel,Dress,Dresses,Black,Summer,2011.0,Casual,Forever New Women's Lacy Black Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\6872.jpg
9995,Women,Apparel,Bottomwear,Skirts,Pink,Summer,2011.0,Casual,Gini And Jony Girls Su Scotia Sko Pink Skirts,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\9995.jpg
46412,Men,Apparel,Topwear,Jackets,White,Summer,2012.0,Sports,ADIDAS Men White & Blue Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\46412.jpg
23962,Men,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,Provogue Men Grey Sleeveless Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\23962.jpg
2051,Men,Apparel,Topwear,Tshirts,Cream,Winter,2010.0,Casual,Lee Men's Kansas Cream T-shirt,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\2051.jpg
59260,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Silver Dial Watch,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\59260.jpg
41798,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Remanika Women Printed Pink Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\41798.jpg
30611,Men,Apparel,Topwear,Jackets,Grey,Summer,2012.0,Sports,Nike Men Grey Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\30611.jpg
39122,Women,Apparel,Bottomwear,Leggings,Blue,Fall,2012.0,Casual,Aneri Women Blue Leggings,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\39122.jpg
58074,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver Earrings,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\58074.jpg
59112,Men,Apparel,Topwear,Jackets,Olive,Summer,2012.0,Casual,Just Natural Men Olive Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\59112.jpg
16214,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Sports,Puma Men Heroes Navy Blue Track Pant,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\16214.jpg
18520,Women,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,C Vox Women Solid 1354 Black Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\18520.jpg
57058,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Elle Women Multi Coloured Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\57058.jpg
59811,Women,Apparel,Dress,Dresses,Beige,Fall,2012.0,Casual,United Colors of Benetton Women Beige Printed Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\59811.jpg
57320,Women,Apparel,Innerwear,Bra,Maroon,Winter,2015.0,Casual,Amante Maroon Full-Coverage Lace Bra BCFR02,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\57320.jpg
17924,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Sports,Nike Men Casual Navy Blue Track Pant,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\17924.jpg
45653,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Park Avenue Men Grey & Black Brief,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\45653.jpg
19560,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,United Colors of Benetton Men Solid Maroon TShirt,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\19560.jpg
10533,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,New Balance MW631 Men Others Walking Black Sports Shoes,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\10533.jpg
26935,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Jealous 21 Women Black Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\26935.jpg
20915,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\20915.jpg
59666,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multicoloured Evening Wear Sari,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\59666.jpg
57980,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Doodle Girls White and Purple Printed Top,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\57980.jpg
26995,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Light Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\26995.jpg
8394,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,ADIDAS Men White Neo Crkt Cc Polo T-Shirts,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\8394.jpg
54057,Women,Apparel,Bottomwear,Leggings,Sea Green,Summer,2012.0,Casual,Myntra Women Sea Green Leggings,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\54057.jpg
39017,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO ENTICER Women White Dial Analogue Watch A625 ,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\39017.jpg
24633,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,2011.0,Casual,ADIDAS Women Polka Pink Flip Flops,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\24633.jpg
50584,Men,Apparel,Innerwear,Briefs,Navy Blue,Winter,2016.0,Casual,Chromozome Men Navy Blue Pack of 2 Briefs,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\50584.jpg
16506,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\16506.jpg
5339,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Fila Men's Union Navy Pink Shoe,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\5339.jpg
1827,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Nike Men's Downshifter White/Blue Shoe,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\1827.jpg
45629,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Park Avenue Men Black Briefs,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\45629.jpg
39319,Boys,Apparel,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,Gini and Jony Boys Beige Shorts,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\39319.jpg
34600,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Tonga Women Pink Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\34600.jpg
19964,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Grey Sweater,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\19964.jpg
9259,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\9259.jpg
31161,Boys,Apparel,Topwear,Blazers,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Navy Blue Blazer,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\31161.jpg
48383,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,French Connection Men Black Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\48383.jpg
57184,Women,Apparel,Topwear,Tunics,Pink,Summer,2012.0,Casual,Elle Women Pink Tunic,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\57184.jpg
39464,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Diva Women Multi Coloured Kurta,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\39464.jpg
57040,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Elle Women Black Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\57040.jpg
3906,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Casual,Urban Yoga Women's Fitted Yoga Black Track Pant,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\3906.jpg
32560,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,ONLY Women Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\32560.jpg
5712,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2011.0,Sports,Reebok Men's Lochraven Silver Black Shoe,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\5712.jpg
10735,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Mcc Black Black Handbags,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\10735.jpg
19938,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Egoli TF White Sports Shoes,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\19938.jpg
