id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,canonical_category,outfit_part,base_colour,split,category_idx
8385,Girls,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Doodle Girl's Hippie Chic Orange Teen Kidswear,C:\Users\LENOVO\New folder\data\raw\images\8385.jpg,T-Shirt,top,Orange,train,0
28095,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016.0,Casual,Jockey MC Men Grey Melange Y Front Briefs 8003,C:\Users\LENOVO\New folder\data\raw\images\28095.jpg,Accessories,accessory,Grey Melange,train,9
17648,Unisex,Footwear,Flip Flops,Flip Flops,Black,Spring,2013.0,Casual,Converse Unisex Black Flip Flops,C:\Users\LENOVO\New folder\data\raw\images\17648.jpg,Shoes,shoes,Black,val,7
30856,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Fabindia Women Green Bijli Print Khadi Kurta,C:\Users\LENOVO\New folder\data\raw\images\30856.jpg,Shirt,top,Green,train,1
47138,Women,Accessories,Bags,Handbags,White,Summer,2015.0,Casual,Be For Bag Women Combo pack Tote Bags,C:\Users\LENOVO\New folder\data\raw\images\47138.jpg,Accessories,accessory,White,test,9
26933,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Jealous 21 Women Black Top,C:\Users\LENOVO\New folder\data\raw\images\26933.jpg,T-Shirt,top,Black,val,0
31984,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,ADIDAS Unisex Black Backpack,C:\Users\LENOVO\New folder\data\raw\images\31984.jpg,Accessories,accessory,Black,train,9
29147,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,United Colors of Benetton Men Printed Green T-shirt,C:\Users\LENOVO\New folder\data\raw\images\29147.jpg,T-Shirt,top,Green,train,0
59230,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Watch,C:\Users\LENOVO\New folder\data\raw\images\59230.jpg,Accessories,accessory,Black,test,9
4548,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Women Sweet AC Black Shoe,C:\Users\LENOVO\New folder\data\raw\images\4548.jpg,Sneakers,shoes,Black,train,8
1806,Men,Footwear,Sandal,Sandals,Brown,Spring,2011.0,Casual,Quechua Men Arpenaz Brown Sandal,C:\Users\LENOVO\New folder\data\raw\images\1806.jpg,Shoes,shoes,Brown,train,7
15923,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,ADIDAS Unisex ADP1810 Black Backpack,C:\Users\LENOVO\New folder\data\raw\images\15923.jpg,Accessories,accessory,Black,train,9
56278,Women,Apparel,Innerwear,Bra,Skin,Summer,2017.0,Casual,Biara Skin Coloured Everyday Support Bra MW 1002,C:\Users\LENOVO\New folder\data\raw\images\56278.jpg,Accessories,accessory,Skin,train,9
24658,Men,Accessories,Socks,Socks,Pink,Fall,2011.0,Casual,ADIDAS Originals Men Pink Casual Socks,C:\Users\LENOVO\New folder\data\raw\images\24658.jpg,Accessories,accessory,Pink,test,9
38207,Women,Accessories,Eyewear,Sunglasses,Silver,Winter,2016.0,Casual,Polaroid Women Sunglasses,C:\Users\LENOVO\New folder\data\raw\images\38207.jpg,Accessories,accessory,Silver,train,9
56876,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,HM Women Blue Heels,C:\Users\LENOVO\New folder\data\raw\images\56876.jpg,Shoes,shoes,Blue,train,7
21118,Men,Apparel,Topwear,Shirts,Olive,Fall,2011.0,Casual,s.Oliver Men Check Olive Shirt,C:\Users\LENOVO\New folder\data\raw\images\21118.jpg,Shirt,top,Olive,train,1
59002,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017.0,Casual,Brut Men Alaska Deo,C:\Users\LENOVO\New folder\data\raw\images\59002.jpg,Accessories,accessory,Blue,train,9
53538,Women,Apparel,Innerwear,Briefs,Multi,Winter,2015.0,Casual,Amante Women Pack of 3 Assorted Briefs PFCP13,C:\Users\LENOVO\New folder\data\raw\images\53538.jpg,Accessories,accessory,Multi,train,9
36993,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Lino Perros Women Black Handbag,C:\Users\LENOVO\New folder\data\raw\images\36993.jpg,Accessories,accessory,Black,train,9
21924,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011.0,Ethnic,Biba Women Black Printed Churidar Kurta with Dupatta,C:\Users\LENOVO\New folder\data\raw\images\21924.jpg,Accessories,accessory,Black,train,9
38035,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Men White Watch,C:\Users\LENOVO\New folder\data\raw\images\38035.jpg,Accessories,accessory,White,train,9
57198,Women,Apparel,Topwear,Tops,Multi,Summer,2012.0,Casual,Elle Women Multi Coloured Top,C:\Users\LENOVO\New folder\data\raw\images\57198.jpg,T-Shirt,top,Multi,train,0
18432,Unisex,Accessories,Bags,Backpacks,Pink,Fall,2011.0,Casual,Vital Gear Unisex Pink Daypack Backpack,C:\Users\LENOVO\New folder\data\raw\images\18432.jpg,Accessories,accessory,Pink,train,9
6811,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,Timberland Men's Ox Maroon Red Shoe,C:\Users\LENOVO\New folder\data\raw\images\6811.jpg,Shoes,shoes,Red,train,7
48342,Women,Accessories,Jewellery,Necklace and Chains,Silver,Fall,2012.0,Casual,Pitaraa Silver Fish Scale Necklace,C:\Users\LENOVO\New folder\data\raw\images\48342.jpg,Accessories,accessory,Silver,train,9
9065,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,C:\Users\LENOVO\New folder\data\raw\images\9065.jpg,Shirt,top,Blue,train,1
30258,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes,C:\Users\LENOVO\New folder\data\raw\images\30258.jpg,Shoes,shoes,Brown,train,7
42678,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,Alma Women Navy Blue Printed Kurta,C:\Users\LENOVO\New folder\data\raw\images\42678.jpg,Shirt,top,Navy Blue,train,1
49290,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Arrow Men Black Pack of 5 Plating Design Socks,C:\Users\LENOVO\New folder\data\raw\images\49290.jpg,Accessories,accessory,Black,train,9
12108,Women,Apparel,Topwear,Kurtis,Blue,Fall,2011.0,Ethnic,W Women Printed Pink Kurtis,C:\Users\LENOVO\New folder\data\raw\images\12108.jpg,Accessories,accessory,Blue,train,9
9859,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Status Quo Men Pink Polo Tshirts,C:\Users\LENOVO\New folder\data\raw\images\9859.jpg,T-Shirt,top,Pink,train,0
12934,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Rugby Scrum Blue Tshirts,C:\Users\LENOVO\New folder\data\raw\images\12934.jpg,T-Shirt,top,Blue,train,0
55293,Women,Personal Care,Lips,Lip Gloss,Peach,Spring,2017.0,Casual,Lakme Absolute Coralshine Plump & Shine Lip Gloss,C:\Users\LENOVO\New folder\data\raw\images\55293.jpg,Accessories,accessory,Peach,train,9
3103,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Probase Men's Wtf Blue T-Shirt,C:\Users\LENOVO\New folder\data\raw\images\3103.jpg,T-Shirt,top,Navy Blue,train,0
42224,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Sepia Women White Top,C:\Users\LENOVO\New folder\data\raw\images\42224.jpg,T-Shirt,top,White,val,0
9439,Unisex,Accessories,Bags,Backpacks,Blue,Spring,2013.0,Casual,Nike Unisex Brasilia 5 Me Blue Backpacks,C:\Users\LENOVO\New folder\data\raw\images\9439.jpg,Accessories,accessory,Blue,train,9
30604,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Casual,Nike Men Classic Jersey Black Track Pants,C:\Users\LENOVO\New folder\data\raw\images\30604.jpg,Trousers,bottom,Black,train,3
54341,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Levis Men Pack of 3 Socks,C:\Users\LENOVO\New folder\data\raw\images\54341.jpg,Accessories,accessory,Black,train,9
13486,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Stripes White Shirts,C:\Users\LENOVO\New folder\data\raw\images\13486.jpg,Shirt,top,White,train,1
19980,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,United Colors of Benetton Men Printed Yellow TShirt,C:\Users\LENOVO\New folder\data\raw\images\19980.jpg,T-Shirt,top,Yellow,train,0
46684,Men,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,2017.0,Casual,Rasasi Men Fighting Temptation Perfume,C:\Users\LENOVO\New folder\data\raw\images\46684.jpg,Accessories,accessory,Brown,train,9
51633,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Women White Dial Chronograph Watch ES2790,C:\Users\LENOVO\New folder\data\raw\images\51633.jpg,Accessories,accessory,White,test,9
29729,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Kiara Women Leatherette Green Handbag,C:\Users\LENOVO\New folder\data\raw\images\29729.jpg,Accessories,accessory,Green,train,9
23213,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,Aneri Women Gauri White Kurta,C:\Users\LENOVO\New folder\data\raw\images\23213.jpg,Shirt,top,White,train,1
17026,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2013.0,Casual,Gas Men Beach Flip Flops,C:\Users\LENOVO\New folder\data\raw\images\17026.jpg,Shoes,shoes,Blue,test,7
18852,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men Head Navy Blue Tshirt,C:\Users\LENOVO\New folder\data\raw\images\18852.jpg,T-Shirt,top,Navy Blue,val,0
6471,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,ADIDAS Women's Polo Grey T-shirt,C:\Users\LENOVO\New folder\data\raw\images\6471.jpg,T-Shirt,top,Grey,train,0
37421,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Murcia Women Office Black Handbag,C:\Users\LENOVO\New folder\data\raw\images\37421.jpg,Accessories,accessory,Black,train,9
20496,Women,Accessories,Wallets,Wallets,Pink,Winter,2015.0,Casual,Baggit Women Samson Cobra Pink Wallet,C:\Users\LENOVO\New folder\data\raw\images\20496.jpg,Accessories,accessory,Pink,train,9
21544,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Kiara Women Small Pocket Blue Handbag,C:\Users\LENOVO\New folder\data\raw\images\21544.jpg,Accessories,accessory,Blue,train,9
15771,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Facit Men Trophy BF Red Briefs,C:\Users\LENOVO\New folder\data\raw\images\15771.jpg,Accessories,accessory,Red,train,9
45001,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Maxima Men Black Digital Watch,C:\Users\LENOVO\New folder\data\raw\images\45001.jpg,Accessories,accessory,Grey,val,9
4326,Unisex,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Tantra Kid's Unisex Got It Pink Kidswear,C:\Users\LENOVO\New folder\data\raw\images\4326.jpg,T-Shirt,top,Pink,test,0
10203,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Murcia Women Hahk Red Handbags,C:\Users\LENOVO\New folder\data\raw\images\10203.jpg,Accessories,accessory,Red,train,9
24036,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Locomotive Men Printed Red T-shirt,C:\Users\LENOVO\New folder\data\raw\images\24036.jpg,T-Shirt,top,Red,train,0
1654,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Reebok Men's Frisker LP Shoe,C:\Users\LENOVO\New folder\data\raw\images\1654.jpg,Sneakers,shoes,White,train,8
38469,Women,Accessories,Wallets,Wallets,Magenta,Summer,2012.0,Casual,Baggit Women Magenta Voltage Sapera Wallet,C:\Users\LENOVO\New folder\data\raw\images\38469.jpg,Accessories,accessory,Magenta,train,9
33081,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Navy Blue T-Shirt,C:\Users\LENOVO\New folder\data\raw\images\33081.jpg,T-Shirt,top,Navy Blue,train,0
40573,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,W Women Cream Kurta,C:\Users\LENOVO\New folder\data\raw\images\40573.jpg,Shirt,top,Cream,train,1
56416,Women,Apparel,Innerwear,Bra,Rose,Summer,2017.0,Casual,Biara Women Rose Red Bra,C:\Users\LENOVO\New folder\data\raw\images\56416.jpg,Accessories,accessory,Rose,train,9
14491,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Flying Machine Men Casual Black Casual Shoes,C:\Users\LENOVO\New folder\data\raw\images\14491.jpg,Shoes,shoes,Black,train,7
37613,Girls,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Madagascar3 Girls Purple Printed T-Shirt,C:\Users\LENOVO\New folder\data\raw\images\37613.jpg,T-Shirt,top,Purple,train,0
45233,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Youth Series Men Analog-Digital Watch AW-80D-1AVDFAD60,C:\Users\LENOVO\New folder\data\raw\images\45233.jpg,Accessories,accessory,Black,test,9
4114,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Fila Men Obsidian Black Sandal,C:\Users\LENOVO\New folder\data\raw\images\4114.jpg,Shoes,shoes,Black,train,7
15543,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Wedges,C:\Users\LENOVO\New folder\data\raw\images\15543.jpg,Shoes,shoes,Brown,train,7
40741,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,2015.0,Casual,Converse Unisex Navy Blue Flip Flops,C:\Users\LENOVO\New folder\data\raw\images\40741.jpg,Shoes,shoes,Navy Blue,train,7
10031,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,Nike Men As Arsenal Co Navy Blue T-Shirts,C:\Users\LENOVO\New folder\data\raw\images\10031.jpg,T-Shirt,top,Navy Blue,test,0
24204,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Skinny Fit Blue Jeans,C:\Users\LENOVO\New folder\data\raw\images\24204.jpg,Jeans,bottom,Blue,train,2
56624,Women,Personal Care,Skin,Face Moisturisers,Black,Spring,2017.0,Casual,Olay Women Age Protect Anti-Ageing UV Lotion,C:\Users\LENOVO\New folder\data\raw\images\56624.jpg,Accessories,accessory,Black,train,9
4928,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Gini and Jony Girl's Venice Green Blue Infant Kidswear,C:\Users\LENOVO\New folder\data\raw\images\4928.jpg,T-Shirt,top,Green,train,0
41693,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Summer,2016.0,Casual,Superman Men Blue Printed Lounge Pants,C:\Users\LENOVO\New folder\data\raw\images\41693.jpg,Accessories,accessory,Navy Blue,train,9
32361,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch Q672J405Y,C:\Users\LENOVO\New folder\data\raw\images\32361.jpg,Accessories,accessory,Black,train,9
42016,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2012.0,Sports,ADIDAS Men Silver Phaedra Shoes,C:\Users\LENOVO\New folder\data\raw\images\42016.jpg,Sneakers,shoes,Silver,train,8
12766,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Spykar Men Stripe Navy Blue T-Shirts,C:\Users\LENOVO\New folder\data\raw\images\12766.jpg,T-Shirt,top,Navy Blue,train,0
26553,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,ID Men Blue Shoes,C:\Users\LENOVO\New folder\data\raw\images\26553.jpg,Shoes,shoes,Blue,val,7
27481,Women,Apparel,Innerwear,Bra,Beige,Winter,2015.0,Casual,Jockey Essence Beige Bra 2004,C:\Users\LENOVO\New folder\data\raw\images\27481.jpg,Accessories,accessory,Beige,test,9
54173,Women,Accessories,Jewellery,Necklace and Chains,Blue,Fall,2012.0,Casual,Femella Blue Necklace,C:\Users\LENOVO\New folder\data\raw\images\54173.jpg,Accessories,accessory,Blue,train,9
51401,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue and Yellow Check Shirt,C:\Users\LENOVO\New folder\data\raw\images\51401.jpg,Shirt,top,Blue,train,1
35144,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,Allen Solly Woman Black Clutch,C:\Users\LENOVO\New folder\data\raw\images\35144.jpg,Accessories,accessory,Black,val,9
7791,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Proline Men's Polo Solid Olive T-shirt,C:\Users\LENOVO\New folder\data\raw\images\7791.jpg,T-Shirt,top,Green,train,0
47564,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Portia Women Brown Sandals,C:\Users\LENOVO\New folder\data\raw\images\47564.jpg,Shoes,shoes,Brown,train,7
34096,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Doodle Boys Printed Red T-shirt,C:\Users\LENOVO\New folder\data\raw\images\34096.jpg,T-Shirt,top,Red,train,0
6643,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2011.0,Sports,Nike Women's Transform III IN Black Pink Shoe,C:\Users\LENOVO\New folder\data\raw\images\6643.jpg,Sneakers,shoes,Pink,train,8
17214,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Funky Eyewear Black Sunglasses,C:\Users\LENOVO\New folder\data\raw\images\17214.jpg,Accessories,accessory,Black,train,9
45657,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Park Avenue Men Navy Blue Boxer Briefs,C:\Users\LENOVO\New folder\data\raw\images\45657.jpg,Accessories,accessory,Navy Blue,train,9
4570,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Women Iza Black Shoe,C:\Users\LENOVO\New folder\data\raw\images\4570.jpg,Sneakers,shoes,Black,train,8
21312,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Celine Dion Women Brown Frame Sunglasses,C:\Users\LENOVO\New folder\data\raw\images\21312.jpg,Accessories,accessory,Brown,train,9
15127,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2012.0,Casual,Arrow Sport Men Solid  Brown Trousers,C:\Users\LENOVO\New folder\data\raw\images\15127.jpg,Trousers,bottom,Brown,train,3
53732,Women,Footwear,Shoes,Casual Shoes,Green,Winter,2014.0,Casual,Puma Women Green Supersuede Eco Casual Shoes,C:\Users\LENOVO\New folder\data\raw\images\53732.jpg,Shoes,shoes,Green,test,7
44785,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men L500 FG White Sports Shoes,C:\Users\LENOVO\New folder\data\raw\images\44785.jpg,Sneakers,shoes,White,train,8
11587,Women,Apparel,Topwear,Kurtis,White,Summer,2011.0,Ethnic,W Women Printed White Kurtis,C:\Users\LENOVO\New folder\data\raw\images\11587.jpg,Accessories,accessory,White,val,9
56240,Men,Apparel,Loungewear and Nightwear,Night suits,Navy Blue,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Blue Pyjama Set,C:\Users\LENOVO\New folder\data\raw\images\56240.jpg,Accessories,accessory,Navy Blue,test,9
40325,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,ADIDAS Men White Sport Shoes,C:\Users\LENOVO\New folder\data\raw\images\40325.jpg,Sneakers,shoes,White,train,8
57392,Women,Apparel,Innerwear,Briefs,White,Winter,2015.0,Casual,Amante Women Pack of 3 Printed Briefs PFCN04,C:\Users\LENOVO\New folder\data\raw\images\57392.jpg,Accessories,accessory,White,train,9
10455,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Flying Machine Men Mauvemist Purple Tshirts,C:\Users\LENOVO\New folder\data\raw\images\10455.jpg,T-Shirt,top,Pink,val,0
24660,Men,Accessories,Socks,Socks,Pink,Fall,2011.0,Casual,ADIDAS Originals Men Pink Casual Socks,C:\Users\LENOVO\New folder\data\raw\images\24660.jpg,Accessories,accessory,Pink,val,9
54517,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,F Sports Men White Bratt Sports Shoes,C:\Users\LENOVO\New folder\data\raw\images\54517.jpg,Sneakers,shoes,White,train,8
18638,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men V.11 Speed Black Tshirts,C:\Users\LENOVO\New folder\data\raw\images\18638.jpg,T-Shirt,top,Black,train,0
28891,Women,Apparel,Innerwear,Briefs,Skin,Summer,2012.0,Casual,Enamor Women Beige Regular-Rise Brief,C:\Users\LENOVO\New folder\data\raw\images\28891.jpg,Accessories,accessory,Skin,train,9
48148,Women,Accessories,Wallets,Wallets,Red,Winter,2016.0,Casual,Fossil Women Red Wallet,C:\Users\LENOVO\New folder\data\raw\images\48148.jpg,Accessories,accessory,Red,train,9
2687,Women,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Inkfruit Women's Love Wood Orange T-shirt,C:\Users\LENOVO\New folder\data\raw\images\2687.jpg,T-Shirt,top,Orange,val,0
30052,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,SKAGEN DENMARK Men Grey Dial Watch 668XLSLZM,C:\Users\LENOVO\New folder\data\raw\images\30052.jpg,Accessories,accessory,Grey,val,9
3755,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Status Quo Men's Concerts Black T-shirt,C:\Users\LENOVO\New folder\data\raw\images\3755.jpg,T-Shirt,top,Black,train,0
31180,Girls,Apparel,Bottomwear,Leggings,White,Summer,2012.0,Casual,Gini and Jony Kids Leggings,C:\Users\LENOVO\New folder\data\raw\images\31180.jpg,Trousers,bottom,White,train,3
29943,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dual Dial Watch PL13076JPCL-04,C:\Users\LENOVO\New folder\data\raw\images\29943.jpg,Accessories,accessory,Black,val,9
47100,Boys,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Marvel Boys Red Light Spidey Shoes,C:\Users\LENOVO\New folder\data\raw\images\47100.jpg,Shoes,shoes,Red,test,7
6227,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Lee Men's Grey Yellowbrass T-shirt,C:\Users\LENOVO\New folder\data\raw\images\6227.jpg,T-Shirt,top,Yellow,train,0
17670,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Fancy Black Heels,C:\Users\LENOVO\New folder\data\raw\images\17670.jpg,Shoes,shoes,Black,train,7
22597,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Sports,Nike Men Orange T-shirt,C:\Users\LENOVO\New folder\data\raw\images\22597.jpg,T-Shirt,top,Orange,train,0
43792,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Gold & Pink Earrings,C:\Users\LENOVO\New folder\data\raw\images\43792.jpg,Accessories,accessory,Gold,train,9
30260,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Casual,Red Tape Men Black Shoes,C:\Users\LENOVO\New folder\data\raw\images\30260.jpg,Shoes,shoes,Black,val,7
54725,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012.0,Ethnic,Shree Women Coral Coloured Printed Kurta,C:\Users\LENOVO\New folder\data\raw\images\54725.jpg,Shirt,top,Pink,train,1
6829,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Women's Lunar Swift White Blue Shoe,C:\Users\LENOVO\New folder\data\raw\images\6829.jpg,Sneakers,shoes,White,train,8
12130,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aurelia Women Printed Green Kurtas,C:\Users\LENOVO\New folder\data\raw\images\12130.jpg,Shirt,top,Green,train,1
26305,Men,Apparel,Topwear,Tshirts,Cream,Fall,2013.0,Casual,Proline Men Pack of 3 T-Shirts,C:\Users\LENOVO\New folder\data\raw\images\26305.jpg,T-Shirt,top,Cream,train,0
3567,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2011.0,Sports,ADIDAS Men's Silver White Running Shoe,C:\Users\LENOVO\New folder\data\raw\images\3567.jpg,Sneakers,shoes,Silver,train,8
42640,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Casual,W Women Red Dress,C:\Users\LENOVO\New folder\data\raw\images\42640.jpg,Shirt,top,Red,test,1
23677,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Red Tape Men Cross Band Brown Sandals,C:\Users\LENOVO\New folder\data\raw\images\23677.jpg,Shoes,shoes,Brown,test,7
17442,Unisex,Accessories,Watches,Watches,Black,Summer,2017.0,Casual,CASIO Unisex Black Small Dial Analogue and Digital Watch,C:\Users\LENOVO\New folder\data\raw\images\17442.jpg,Accessories,accessory,Black,train,9
50385,Women,Apparel,Bottomwear,Salwar and Dupatta,Pink,Fall,2012.0,Ethnic,Vishudh Women Pink Salwar and Dupatta,C:\Users\LENOVO\New folder\data\raw\images\50385.jpg,Accessories,accessory,Pink,train,9
47332,Women,Accessories,Wallets,Wallets,Purple,Summer,2012.0,Casual,Baggit Women Purple Chata Hosh Wallet,C:\Users\LENOVO\New folder\data\raw\images\47332.jpg,Accessories,accessory,Purple,train,9
6015,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Highlander Men Small Black Checked Shirt,C:\Users\LENOVO\New folder\data\raw\images\6015.jpg,Shirt,top,Black,train,1
35712,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Dual Fusion TR III Grey Sports Shoes,C:\Users\LENOVO\New folder\data\raw\images\35712.jpg,Sneakers,shoes,Grey,test,8
51257,Men,Accessories,Belts,Belts,Black,Spring,2013.0,Formal,Park Avenue Men Black & Brown Reversible Belt,C:\Users\LENOVO\New folder\data\raw\images\51257.jpg,Accessories,accessory,Black,train,9
21120,Men,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,s.Oliver Men Solid Purple Sweater,C:\Users\LENOVO\New folder\data\raw\images\21120.jpg,T-Shirt,top,Purple,test,0
15315,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Men Eqt Nitro Fashion Black Sports Shoes,C:\Users\LENOVO\New folder\data\raw\images\15315.jpg,Sneakers,shoes,Black,train,8
4742,Women,Footwear,Shoes,Casual Shoes,Grey,Summer,2011.0,Casual,Numero Uno Women NY Grey Blue Shoe,C:\Users\LENOVO\New folder\data\raw\images\4742.jpg,Shoes,shoes,Grey,train,7
5690,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men Valence Envoy Black Shoe,C:\Users\LENOVO\New folder\data\raw\images\5690.jpg,Shoes,shoes,Black,train,7
32537,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Playboy Men Hollywood Perfume 100 ml,C:\Users\LENOVO\New folder\data\raw\images\32537.jpg,Accessories,accessory,Black,test,9
56072,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017.0,Casual,Colorbar Wild Berry Lip Liner /Crayon 011,C:\Users\LENOVO\New folder\data\raw\images\56072.jpg,Accessories,accessory,Brown,val,9
