id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,canonical_category,outfit_part,base_colour
16368,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,2011.0,Formal,Peter England Men Stripes Charcoal Trouser,C:\Users\LENOVO\New folder\data\raw\images\16368.jpg,Trousers,bottom,Charcoal
42884,Women,Accessories,Bags,Clutches,Beige,Summer,2012.0,Casual,French Connection Women Beige Clutch,C:\Users\LENOVO\New folder\data\raw\images\42884.jpg,Accessories,accessory,Beige
55833,Women,Personal Care,Makeup,Highlighter and Blush,Skin,Spring,2017.0,Casual,Colorbar Glamour Radiant Glow 001,C:\Users\LENOVO\New folder\data\raw\images\55833.jpg,Accessories,accessory,Skin
46418,Men,Accessories,Watches,Watches,Olive,Winter,2016.0,Casual,Timex Men Olive Green Dial Watch DV10,C:\Users\LENOVO\New folder\data\raw\images\46418.jpg,Accessories,accessory,Olive
48582,Men,Accessories,Jewellery,Bracelet,Steel,Summer,2012.0,Casual,Revv Men Steel Bracelet,C:\Users\LENOVO\New folder\data\raw\images\48582.jpg,Accessories,accessory,Steel
30498,Women,Apparel,Innerwear,Bra,Brown,Summer,2012.0,Casual,Lovable Women Fiona Brown Bra,C:\Users\LENOVO\New folder\data\raw\images\30498.jpg,Accessories,accessory,Brown
8777,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Price catch Blue Shirts,C:\Users\LENOVO\New folder\data\raw\images\8777.jpg,Shirt,top,Blue
19320,Unisex,Accessories,Bags,Backpacks,Pink,Fall,2011.0,Casual,Nike Unisex Classic Turf Pink Backpack,C:\Users\LENOVO\New folder\data\raw\images\19320.jpg,Accessories,accessory,Pink
25378,Men,Apparel,Innerwear,Innerwear Vests,Beige,Summer,2016.0,Casual,Levis Men Beige Innerwear T-shirt,C:\Users\LENOVO\New folder\data\raw\images\25378.jpg,Accessories,accessory,Beige
4986,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,ADIDAS Men Bayern Munchen Red Jersey,C:\Users\LENOVO\New folder\data\raw\images\4986.jpg,T-Shirt,top,Red
39727,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Woman Blue Shirt,C:\Users\LENOVO\New folder\data\raw\images\39727.jpg,Shirt,top,Blue
57758,Women,Personal Care,Skin Care,Face Wash and Cleanser,White,Spring,2017.0,,Lotus Herbals Jojobawash Face Wash,C:\Users\LENOVO\New folder\data\raw\images\57758.jpg,Accessories,accessory,White
5854,Women,Accessories,Bags,Handbags,Pink,Summer,2011.0,Casual,ADIDAS Women Pink Handbag,C:\Users\LENOVO\New folder\data\raw\images\5854.jpg,Accessories,accessory,Pink
11971,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Fila Men Glow White Sports Shoes,C:\Users\LENOVO\New folder\data\raw\images\11971.jpg,Sneakers,shoes,White
5068,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Being Human Men Grey Dial Blue Strap Watch,C:\Users\LENOVO\New folder\data\raw\images\5068.jpg,Accessories,accessory,Blue
39515,Unisex,Accessories,Bags,Laptop Bag,Brown,Summer,2012.0,Casual,Peter England Unisex Brown Laptop Bag,C:\Users\LENOVO\New folder\data\raw\images\39515.jpg,Accessories,accessory,Brown
45893,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Ssteele Men Black Dial Watch,C:\Users\LENOVO\New folder\data\raw\images\45893.jpg,Accessories,accessory,Black
44941,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Formal Shoes,C:\Users\LENOVO\New folder\data\raw\images\44941.jpg,Shoes,shoes,Black
24098,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Red Tape Men Black Sandals,C:\Users\LENOVO\New folder\data\raw\images\24098.jpg,Shoes,shoes,Black
4388,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,DC Comics Lantern Arrow All Over Green T-shirt,C:\Users\LENOVO\New folder\data\raw\images\4388.jpg,T-Shirt,top,Green
58522,Unisex,Accessories,Accessories,Travel Accessory,Rust,Summer,2015.0,Casual,Wildcraft Unisex Rust Orange Travel Pouch,C:\Users\LENOVO\New folder\data\raw\images\58522.jpg,Accessories,accessory,Rust
28655,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Zoom Structure White Sports Shoes,C:\Users\LENOVO\New folder\data\raw\images\28655.jpg,Sneakers,shoes,White
2843,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Mr.Men Men's Mr.Mischief Pink T-shirt,C:\Users\LENOVO\New folder\data\raw\images\2843.jpg,T-Shirt,top,Pink
17088,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Lino Perros Women Flower LT.Brown Wallet,C:\Users\LENOVO\New folder\data\raw\images\17088.jpg,Accessories,accessory,Brown
3991,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Mr.Men Men's Wave Rider White T-shirt,C:\Users\LENOVO\New folder\data\raw\images\3991.jpg,T-Shirt,top,White
29787,Men,Apparel,Topwear,Tshirts,White,Summer,2013.0,Casual,Basics Men White T-shirt,C:\Users\LENOVO\New folder\data\raw\images\29787.jpg,T-Shirt,top,White
9497,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Decathlon Men Arpenaz Black Sandals,C:\Users\LENOVO\New folder\data\raw\images\9497.jpg,Shoes,shoes,Black
13428,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White Tshirts,C:\Users\LENOVO\New folder\data\raw\images\13428.jpg,T-Shirt,top,White
19112,Men,Apparel,Topwear,Tshirts,Grey,Summer,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts,C:\Users\LENOVO\New folder\data\raw\images\19112.jpg,T-Shirt,top,Grey
16966,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Reebok Men Sprintfit Lite Black Sports Shoe,C:\Users\LENOVO\New folder\data\raw\images\16966.jpg,Sneakers,shoes,Black
49662,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Sunglass,C:\Users\LENOVO\New folder\data\raw\images\49662.jpg,Accessories,accessory,Black
20860,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Casual Sunglasses,C:\Users\LENOVO\New folder\data\raw\images\20860.jpg,Accessories,accessory,Black
32599,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,ONLY Women Black Top,C:\Users\LENOVO\New folder\data\raw\images\32599.jpg,T-Shirt,top,Black
39171,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Aneri Women Pink & White Kurta,C:\Users\LENOVO\New folder\data\raw\images\39171.jpg,Shirt,top,Pink
36905,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Watch ME1113,C:\Users\LENOVO\New folder\data\raw\images\36905.jpg,Accessories,accessory,Black
57932,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White T-shirt,C:\Users\LENOVO\New folder\data\raw\images\57932.jpg,T-Shirt,top,White
58146,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Puma Unisex Black Backpack,C:\Users\LENOVO\New folder\data\raw\images\58146.jpg,Accessories,accessory,Black
40985,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys United White T-shirt,C:\Users\LENOVO\New folder\data\raw\images\40985.jpg,T-Shirt,top,White
41857,Men,Footwear,Sandal,Sandals,Olive,Summer,2012.0,Casual,Bata Men Hummer Grey Sandals,C:\Users\LENOVO\New folder\data\raw\images\41857.jpg,Shoes,shoes,Olive
59094,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Peri Peri Women Black Bra,C:\Users\LENOVO\New folder\data\raw\images\59094.jpg,Accessories,accessory,Black
36139,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men The Overplay VII Black Sports Shoes,C:\Users\LENOVO\New folder\data\raw\images\36139.jpg,Sneakers,shoes,Black
7169,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Scul Navy Blue Shirt,C:\Users\LENOVO\New folder\data\raw\images\7169.jpg,Shirt,top,Blue
28231,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Playboy Men Malibu Deo,C:\Users\LENOVO\New folder\data\raw\images\28231.jpg,Accessories,accessory,Black
13870,Men,Apparel,Topwear,Shirts,Beige,Fall,2011.0,Casual,Scullers Men Stripes Beige Shirts,C:\Users\LENOVO\New folder\data\raw\images\13870.jpg,Shirt,top,Beige
19576,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,United Colors of Benetton Women White Top,C:\Users\LENOVO\New folder\data\raw\images\19576.jpg,T-Shirt,top,White
7955,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Sports,Puma Men's Foundation Grey Polo T-shirt,C:\Users\LENOVO\New folder\data\raw\images\7955.jpg,T-Shirt,top,Grey
8121,Men,Accessories,Belts,Belts,Brown,Winter,2016.0,Casual,Fastrack Men Brown Belt,C:\Users\LENOVO\New folder\data\raw\images\8121.jpg,Accessories,accessory,Brown
27279,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Mother Earth Women Blue Kurta,C:\Users\LENOVO\New folder\data\raw\images\27279.jpg,Shirt,top,Blue
6887,Women,Apparel,Topwear,Jackets,Blue,Summer,2011.0,Casual,Forever New Women Indigo Wash Blue Jacket,C:\Users\LENOVO\New folder\data\raw\images\6887.jpg,Jacket,outerwear,Blue
31912,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Fabindia Women Green Sling Bag,C:\Users\LENOVO\New folder\data\raw\images\31912.jpg,Accessories,accessory,Green
49808,Women,Footwear,Flip Flops,Flip Flops,Blue,Winter,2012.0,Casual,iPanema Women Blue Flip Flops,C:\Users\LENOVO\New folder\data\raw\images\49808.jpg,Shoes,shoes,Blue
22539,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Inc.5  Women Grey Flats,C:\Users\LENOVO\New folder\data\raw\images\22539.jpg,Shoes,shoes,Brown
27877,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Scullers For Her Women Printed Navy Blue Shirt,C:\Users\LENOVO\New folder\data\raw\images\27877.jpg,Shirt,top,Navy Blue
6289,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Classic Polo Classic Polo Swiss Brown Tee T-Shirt,C:\Users\LENOVO\New folder\data\raw\images\6289.jpg,T-Shirt,top,Brown
28003,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey ZONE Men Zone White Brief US18,C:\Users\LENOVO\New folder\data\raw\images\28003.jpg,Accessories,accessory,White
8313,Women,Accessories,Bags,Handbags,Black,Winter,2016.0,Casual,Fastrack Women Nylon Black Handbag,C:\Users\LENOVO\New folder\data\raw\images\8313.jpg,Accessories,accessory,Black
49034,Women,Accessories,Jewellery,Ring,Silver,Summer,2012.0,Casual,Lucera Women Silver Ring,C:\Users\LENOVO\New folder\data\raw\images\49034.jpg,Accessories,accessory,Silver
19744,Men,Apparel,Topwear,Jackets,Green,Fall,2011.0,Casual,ADIDAS Originals Men Solid Green Jacket,C:\Users\LENOVO\New folder\data\raw\images\19744.jpg,Jacket,outerwear,Green
26199,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Formula 1 Men Power Perfume,C:\Users\LENOVO\New folder\data\raw\images\26199.jpg,Accessories,accessory,Black
47992,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Helix Women Black Watch,C:\Users\LENOVO\New folder\data\raw\images\47992.jpg,Accessories,accessory,Black
18696,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Hanes Men Black Ultimate Duo Dry Cotton Stretch Bikini Briefs,C:\Users\LENOVO\New folder\data\raw\images\18696.jpg,Accessories,accessory,Black
2629,Women,Footwear,Shoes,Flats,Black,Fall,2010.0,Casual,Carlton London Women Four Strapped Black Sandal,C:\Users\LENOVO\New folder\data\raw\images\2629.jpg,Shoes,shoes,Black
14867,Men,Accessories,Wallets,Wallets,Black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Wallets,C:\Users\LENOVO\New folder\data\raw\images\14867.jpg,Accessories,accessory,Black
38291,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Reid & Taylor Men Black Wallet,C:\Users\LENOVO\New folder\data\raw\images\38291.jpg,Accessories,accessory,Black
11529,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,United Colors Of Benetton Men Heavy Winter Grey Sweaters,C:\Users\LENOVO\New folder\data\raw\images\11529.jpg,T-Shirt,top,Grey
41259,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Arrow Men Brown Leather Wallet,C:\Users\LENOVO\New folder\data\raw\images\41259.jpg,Accessories,accessory,Brown
1890,Men,Apparel,Topwear,Tshirts,Red,Winter,2010.0,Casual,FIFA Mens Essentials Red T-shirt,C:\Users\LENOVO\New folder\data\raw\images\1890.jpg,T-Shirt,top,Red
15189,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Arrow Sport Men Solid Green Polo Tshirts,C:\Users\LENOVO\New folder\data\raw\images\15189.jpg,T-Shirt,top,Green
24408,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men Black Vanquish Sports Shoes,C:\Users\LENOVO\New folder\data\raw\images\24408.jpg,Sneakers,shoes,Black
20894,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,Basics Men Red Casual Shoes,C:\Users\LENOVO\New folder\data\raw\images\20894.jpg,Shoes,shoes,Red
21946,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Casual Black Handbag,C:\Users\LENOVO\New folder\data\raw\images\21946.jpg,Accessories,accessory,Black
39185,Women,Apparel,Topwear,Kurtas,Khaki,Summer,2012.0,Ethnic,Aneri Women Khaki Kurta,C:\Users\LENOVO\New folder\data\raw\images\39185.jpg,Shirt,top,Khaki
56028,Women,Personal Care,Lips,Lipstick,Maroon,Spring,2017.0,Casual,Colorbar Soft Touch Spring Fling Lipstick 023,C:\Users\LENOVO\New folder\data\raw\images\56028.jpg,Accessories,accessory,Maroon
40971,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Men Brown Casual Shoes,C:\Users\LENOVO\New folder\data\raw\images\40971.jpg,Shoes,shoes,Brown
52488,Women,Apparel,Innerwear,Camisoles,Red,Winter,2015.0,Casual,Red Rose Red Camisole,C:\Users\LENOVO\New folder\data\raw\images\52488.jpg,Accessories,accessory,Red
59060,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Global Desi Women Multi Coloured Kurta,C:\Users\LENOVO\New folder\data\raw\images\59060.jpg,Shirt,top,Red
4718,Girls,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Disney Kids Girl's Summer Fun Fair Yellow Teen Kidswear,C:\Users\LENOVO\New folder\data\raw\images\4718.jpg,T-Shirt,top,Yellow
56814,Women,Apparel,Topwear,Kurtis,Multi,Summer,2012.0,Ethnic,Aneri Women Multi Coloured Kurti,C:\Users\LENOVO\New folder\data\raw\images\56814.jpg,Accessories,accessory,Multi
12956,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,ADIDAS Men Sports Blue Sports Shoes,C:\Users\LENOVO\New folder\data\raw\images\12956.jpg,Sneakers,shoes,Blue
29317,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012.0,Casual,ADIDAS Unisex Blue Backpack,C:\Users\LENOVO\New folder\data\raw\images\29317.jpg,Accessories,accessory,Blue
17418,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Men Black Analogue Watch BS112 ,C:\Users\LENOVO\New folder\data\raw\images\17418.jpg,Accessories,accessory,Black
47368,Women,Accessories,Bags,Handbags,Brown,Summer,2015.0,Casual,Baggit Brown Handbag,C:\Users\LENOVO\New folder\data\raw\images\47368.jpg,Accessories,accessory,Brown
13884,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Check Black Shirts,C:\Users\LENOVO\New folder\data\raw\images\13884.jpg,Shirt,top,Black
19582,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Printed Grey TShirt,C:\Users\LENOVO\New folder\data\raw\images\19582.jpg,T-Shirt,top,Grey
48320,Women,Accessories,Jewellery,Bracelet,Silver,Winter,2012.0,Casual,Pitaraa Silver Omelette Thin Bracelet,C:\Users\LENOVO\New folder\data\raw\images\48320.jpg,Accessories,accessory,Silver
9007,Women,Accessories,Bags,Handbags,Silver,Winter,2015.0,Casual,Murcia Women Silver Black Purse Silver Handbags,C:\Users\LENOVO\New folder\data\raw\images\9007.jpg,Accessories,accessory,Silver
6873,Women,Apparel,Dress,Dresses,Black,Summer,2011.0,Casual,Forever New Women's Top Black Dress,C:\Users\LENOVO\New folder\data\raw\images\6873.jpg,Dress,top,Black
18450,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Ed Hardy Life Love & Luck by Christian Audigier for Women Perfume,C:\Users\LENOVO\New folder\data\raw\images\18450.jpg,Accessories,accessory,White
29125,Women,Accessories,Eyewear,Sunglasses,White,Winter,2016.0,Casual,Vogue Women White Sunglasses,C:\Users\LENOVO\New folder\data\raw\images\29125.jpg,Accessories,accessory,White
26951,Women,Apparel,Topwear,Tshirts,Teal,Summer,2012.0,Casual,Jealous 21 Women Printed Teal T-shirt,C:\Users\LENOVO\New folder\data\raw\images\26951.jpg,T-Shirt,top,Teal
27883,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Scullers For Her Women Pink Shirt,C:\Users\LENOVO\New folder\data\raw\images\27883.jpg,T-Shirt,top,Pink
30834,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Kurta,C:\Users\LENOVO\New folder\data\raw\images\30834.jpg,Shirt,top,Blue
29919,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Chronograph Watch PL12699JS-02,C:\Users\LENOVO\New folder\data\raw\images\29919.jpg,Accessories,accessory,Black
42428,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Aurelia Women Brown & Orange Kurta,C:\Users\LENOVO\New folder\data\raw\images\42428.jpg,Shirt,top,Brown
12358,Men,Apparel,Topwear,Shirts,Cream,Fall,2011.0,Formal,Reid & Taylor Men Solid Cream Shirts,C:\Users\LENOVO\New folder\data\raw\images\12358.jpg,Shirt,top,Cream
48112,Women,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Fossil Women Brown Belt,C:\Users\LENOVO\New folder\data\raw\images\48112.jpg,Accessories,accessory,Brown
9235,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Plain Blue Shirts,C:\Users\LENOVO\New folder\data\raw\images\9235.jpg,Shirt,top,Blue
14893,Women,Accessories,Accessories,Travel Accessory,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Bags,C:\Users\LENOVO\New folder\data\raw\images\14893.jpg,Accessories,accessory,Blue
15941,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Casual,Turtle Men Leather Black Belts,C:\Users\LENOVO\New folder\data\raw\images\15941.jpg,Accessories,accessory,Black
53768,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue T-shirt,C:\Users\LENOVO\New folder\data\raw\images\53768.jpg,T-Shirt,top,Blue
21348,Men,Accessories,Eyewear,Sunglasses,Silver,Winter,2016.0,Casual,Pal Zileri Men Casual Metal Frame Sunglasses,C:\Users\LENOVO\New folder\data\raw\images\21348.jpg,Accessories,accessory,Silver
59252,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Dial Automatic Watch NB9365SL01,C:\Users\LENOVO\New folder\data\raw\images\59252.jpg,Accessories,accessory,White
6619,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Men's Boris White Shoe,C:\Users\LENOVO\New folder\data\raw\images\6619.jpg,Sneakers,shoes,White
54915,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,Do u speak Cream Men T-shirt,C:\Users\LENOVO\New folder\data\raw\images\54915.jpg,T-Shirt,top,Cream
50589,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Chromozome Men Navy Blue Briefs,C:\Users\LENOVO\New folder\data\raw\images\50589.jpg,Accessories,accessory,Navy Blue
42870,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,French Connection Women Purple Handbag,C:\Users\LENOVO\New folder\data\raw\images\42870.jpg,Accessories,accessory,Purple
18206,Men,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,Manchester United Men Solid Black Cap,C:\Users\LENOVO\New folder\data\raw\images\18206.jpg,Accessories,accessory,Black
54129,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Rocia Women Beige Flats,C:\Users\LENOVO\New folder\data\raw\images\54129.jpg,Shoes,shoes,Beige
23847,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men White Duramo 3 Sports Shoes,C:\Users\LENOVO\New folder\data\raw\images\23847.jpg,Sneakers,shoes,White
48576,Men,Accessories,Jewellery,Bracelet,Steel,Summer,2012.0,Casual,Revv Men Steel Bracelet,C:\Users\LENOVO\New folder\data\raw\images\48576.jpg,Accessories,accessory,Steel
9651,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Checks Green Shirts,C:\Users\LENOVO\New folder\data\raw\images\9651.jpg,Shirt,top,Green
8783,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Indigo Nation Men Bling PC Red Shirt,C:\Users\LENOVO\New folder\data\raw\images\8783.jpg,Shirt,top,Red
4972,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Gini and Jony Boy's Kangaroo Green White Kidswear,C:\Users\LENOVO\New folder\data\raw\images\4972.jpg,Shirt,top,Green
38601,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Nike Men Printed Red T-shirt,C:\Users\LENOVO\New folder\data\raw\images\38601.jpg,T-Shirt,top,Red
45269,Men,Accessories,Watches,Watches,Black,Summer,2017.0,Casual,CASIO Youth Series Digital Men Black Small Dial Digital Watch W-210-1CVDF I065,C:\Users\LENOVO\New folder\data\raw\images\45269.jpg,Accessories,accessory,Black
11985,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Fila Men Glow Black Sports Shoes,C:\Users\LENOVO\New folder\data\raw\images\11985.jpg,Sneakers,shoes,Black
59636,Women,Apparel,Saree,Sarees,Sea Green,Fall,2012.0,Ethnic,FNF Sea Green Collection For Wedding Sari,C:\Users\LENOVO\New folder\data\raw\images\59636.jpg,Accessories,accessory,Sea Green
15519,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,2011.0,Casual,Rockport Men Jelba Brown Flip Flops,C:\Users\LENOVO\New folder\data\raw\images\15519.jpg,Shoes,shoes,Brown
10857,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Men Rider Striper Polo White T-Shirts,C:\Users\LENOVO\New folder\data\raw\images\10857.jpg,T-Shirt,top,White
10259,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,John Miller Men Reglur Black Trousers,C:\Users\LENOVO\New folder\data\raw\images\10259.jpg,Trousers,bottom,Black
53902,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Kiara Women Brown Handbag,C:\Users\LENOVO\New folder\data\raw\images\53902.jpg,Accessories,accessory,Brown
38433,Women,Accessories,Bags,Mobile Pouch,Green,Summer,2012.0,Casual,Baggit Women Green Mobile Pouch,C:\Users\LENOVO\New folder\data\raw\images\38433.jpg,Accessories,accessory,Green
40529,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Women White Dial Watch,C:\Users\LENOVO\New folder\data\raw\images\40529.jpg,Accessories,accessory,White
59404,Women,Apparel,Topwear,Tops,Blue,Fall,2012.0,Casual,Tokyo Talkies Women Blue Top,C:\Users\LENOVO\New folder\data\raw\images\59404.jpg,T-Shirt,top,Blue
25982,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,J. DEL POZO Women In White Perfume 100 ml,C:\Users\LENOVO\New folder\data\raw\images\25982.jpg,Accessories,accessory,White
44189,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012.0,Casual,iPanema Women Pink Flip Flops,C:\Users\LENOVO\New folder\data\raw\images\44189.jpg,Shoes,shoes,Pink
24850,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Formal,Indigo Nation Men Formal Brown Belts,C:\Users\LENOVO\New folder\data\raw\images\24850.jpg,Accessories,accessory,Brown
23249,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Arrow Men Formal Black Shoes,C:\Users\LENOVO\New folder\data\raw\images\23249.jpg,Shoes,shoes,Black
18808,Men,Accessories,Belts,Belts,Navy Blue,Summer,2011.0,Casual,Peter England Men Casual Navy Blue Belt,C:\Users\LENOVO\New folder\data\raw\images\18808.jpg,Accessories,accessory,Navy Blue
51669,Men,Accessories,Eyewear,Sunglasses,Silver,Winter,2016.0,Casual,Louis Philippe Men Grey Sunglasses,C:\Users\LENOVO\New folder\data\raw\images\51669.jpg,Accessories,accessory,Silver
3965,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Jealous 21 Women White Sleeveless Top,C:\Users\LENOVO\New folder\data\raw\images\3965.jpg,T-Shirt,top,White
29773,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Men Green Striped Shirt,C:\Users\LENOVO\New folder\data\raw\images\29773.jpg,Shirt,top,Green
48744,Men,Accessories,Jewellery,Bangle,Steel,Summer,2015.0,Casual,Revv Men Steel Bangle,C:\Users\LENOVO\New folder\data\raw\images\48744.jpg,Accessories,accessory,Steel
17840,Men,Footwear,Shoes,Sports Shoes,Red,Fall,2011.0,Sports,Nike Men Air Quick Handle Red Sports Shoe,C:\Users\LENOVO\New folder\data\raw\images\17840.jpg,Sneakers,shoes,Red
9463,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men White Shirt,C:\Users\LENOVO\New folder\data\raw\images\9463.jpg,Shirt,top,White
18034,Women,Accessories,Bags,Handbags,Beige,Winter,2015.0,Casual,Lino Perros Women Solid Beige Handbag,C:\Users\LENOVO\New folder\data\raw\images\18034.jpg,Accessories,accessory,Beige
16992,Women,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,Puma Women Dizzy  Black Belt,C:\Users\LENOVO\New folder\data\raw\images\16992.jpg,Accessories,accessory,Black
3159,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Nike Men's Air Max Moto White Blue Shoe,C:\Users\LENOVO\New folder\data\raw\images\3159.jpg,Sneakers,shoes,White
49696,Men,Free Items,Free Gifts,Ties,Blue,Summer,2012.0,Formal,Park Avenue Blue Patterned Tie,C:\Users\LENOVO\New folder\data\raw\images\49696.jpg,Accessories,accessory,Blue
